,Unnamed: 0,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,cluser,Inactive_year
588,588,1815,1795002,Myriam Buckridge,Mr,Male,1,Married,122,2021-05-21,2022-11-28,Inactive,2022-11-28,,,Labour,Contarct Basis,Buddhist,Security,1979.0,0,2022.0
589,589,1816,1795003,Emelie Langworth,Mr,Male,1,Married,24,2021-05-13,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Driver,1968.0,0,2022.0
590,590,1820,198112,Miss Libbie Reinger,Mr,Male,1,Married,122,2021-05-24,2022-05-06,Inactive,2022-05-06,,,Labour,Contarct Basis,Buddhist,Security,1992.0,0,2022.0
591,591,1822,193141,Jodie Satterfield,Mr,Male,1,Married,55,2021-06-02,2022-03-26,Inactive,2022-03-26,,,Labour,Contarct Basis,Buddhist,Fitter,1975.0,0,2022.0
592,592,1825,193144,Antonetta Wyman,Mr,Male,1,Married,31,2021-06-02,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959.0,0,2021.0
593,593,1827,1795005,Dr Serena Trantow,Mr,Male,1,Married,31,2021-06-01,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2021.0
594,594,1833,179033,Ms Delores Towne DDS,Mr,Male,1,Married,29,2021-06-01,2022-07-23,Inactive,2022-07-23,,,Labour,Contarct Basis,Buddhist,Cook,1971.0,0,2022.0
595,595,1834,5279,Adonis Trantow MD,Mr,Male,3,Single,33,2021-06-05,2022-01-17,Inactive,2022-01-17,1834.0,,Staff,Contarct Basis,Hindu,Site Engineer,1994.0,2,2022.0
596,596,1844,1795014,Jefferey Torp,Mr,Male,1,Married,31,2021-06-10,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,0,2022.0
597,597,1846,1795016,Mr Erik Bruen PhD,Mr,Male,1,Married,4,2021-06-10,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Bar Bender,1958.0,0,2021.0
598,598,1849,193146,Elissa Krajcik,Mr,Male,1,Married,31,2021-06-08,2022-04-11,Inactive,2022-04-11,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987.0,0,2022.0
599,599,1850,1795018,Donnie Bergstrom,Mr,Male,1,Married,31,2021-06-14,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0,0,2022.0
600,600,1852,1795020,Marina Reichert III,Mr,Male,1,Married,124,2021-06-14,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Mason,1977.0,0,2022.0
601,601,1854,1795022,Chesley Morissette,Mr,Male,1,Married,124,2021-06-14,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Mason,1969.0,0,2022.0
602,602,1855,1795023,Mrs Sally Spencer,Mr,Male,1,Married,31,2021-06-15,2022-04-11,Inactive,2022-04-11,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,0,2022.0
603,603,1857,196115,Prof Christop West IV,Mr,Male,1,Single,31,2021-06-01,2022-02-15,Inactive,2022-02-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,0,2022.0
604,604,1860,196118,Dixie Gleason,Mr,Male,1,Single,31,2021-06-02,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0,0,2022.0
605,605,1861,196119,Mrs Emely Oberbrunner DVM,Mr,Male,1,Single,31,2021-06-02,2022-01-03,Inactive,2022-01-03,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0,0,2022.0
606,606,1862,196120,Prof Viola Swaniawski,Mr,Male,1,Married,31,2021-06-02,2022-06-16,Inactive,2022-06-16,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,0,2022.0
607,607,1863,196121,Rollin Okuneva,Mr,Male,1,Married,31,2021-06-03,2022-06-17,Inactive,2022-06-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0,0,2022.0
608,608,1865,196123,Stephania Greenholt,Mr,Male,1,Married,31,2021-06-03,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0,0,
609,609,1867,196125,Vanessa Wuckert,Mr,Male,1,Married,31,2021-06-05,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963.0,0,2022.0
610,610,1873,196131,Gust Pagac,Mr,Male,1,Married,30,2021-06-14,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998.0,0,2021.0
611,611,1874,196132,Hulda Wolf,Ms,Female,1,Single,31,2021-06-14,2022-02-23,Inactive,2022-02-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,0,2022.0
612,612,1878,196136,Miss Viola Collins DDS,Mr,Male,1,Married,55,2021-06-14,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Fitter,1998.0,0,2022.0
613,613,1881,196138,Rhett Haley,Mr,Male,1,Married,31,2021-06-15,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,0,2021.0
614,614,1886,1795024,Braxton Volkman,Ms,Female,1,Married,31,2021-06-18,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,0,2022.0
615,615,1890,1795026,Clotilde Boyer III,Mr,Male,3,Married,31,2021-06-21,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1978.0,0,2022.0
616,616,1892,193145,Lelah Williamson,Mr,Male,1,Married,31,2021-06-04,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0,0,2022.0
617,617,1899,193156,Mr Lon Hackett,Mr,Male,1,Married,80,2021-06-15,,Active,,,,Labour,Contarct Basis,Buddhist,Driver - cab,1965.0,0,
618,618,1902,193159,Miss Clara Hessel I,Mr,Male,1,Married,31,2021-06-17,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965.0,0,2022.0
619,619,1903,193160,Ms Nellie Bruen Jr,Mr,Male,1,Married,55,2021-06-18,2022-06-04,Inactive,2022-06-04,,,Labour,Contarct Basis,Buddhist,Fitter,1961.0,0,2022.0
620,620,1904,193161,Estella Heidenreich Jr,Ms,Female,1,Married,31,2021-06-23,2022-03-16,Inactive,2022-03-16,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0,0,2022.0
621,621,1906,193162,Emmitt Kling,Mr,Male,1,Married,31,2021-06-07,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,0,2021.0
622,622,1909,193164,Adan Schimmel,Mr,Male,1,Married,31,2021-06-02,2022-03-31,Inactive,2022-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0,0,2022.0
623,623,1916,1795033,Miss Etha Hudson Sr,Mr,Male,1,Married,31,2021-06-30,2022-03-26,Inactive,2022-03-26,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967.0,0,2022.0
624,624,1917,1795034,Sage Lebsack,Miss,Female,1,Single,31,2021-06-28,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,0,2022.0
625,625,1918,5285,Alverta Bode,Mr,Male,1,Married,90,2021-06-18,2022-02-28,Inactive,2022-02-28,,,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1990.0,1,2022.0
626,626,1920,1795036,Cordelia Vandervort IV,Mr,Male,1,Married,124,2021-06-28,2022-04-07,Inactive,2022-04-07,,,Labour,Contarct Basis,Buddhist,Mason,1974.0,0,2022.0
627,627,1926,179034,Kayley Bosco,Mr,Male,1,Married,31,2021-07-01,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959.0,0,
628,628,1931,5286,Micheal Reichel,Mr,Male,1,Single,33,2021-06-29,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0,2,
629,629,1932,193171,Blake Jast,Mr,Male,1,Married,124,2021-07-02,2022-03-31,Inactive,2022-03-31,,,Labour,Contarct Basis,Buddhist,Mason,1969.0,0,2022.0
630,630,1935,1795040,Dolores Kerluke,Mr,Male,1,Single,31,2021-07-05,2022-03-29,Inactive,2022-03-29,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,0,2022.0
631,631,1936,196139,Golda Bogan,Mr,Male,1,Married,24,2021-07-01,2022-02-26,Inactive,2022-02-26,,,Labour,Contarct Basis,Buddhist,Driver,1988.0,0,2022.0
632,632,1938,193168,Garrett Stiedemann,Mr,Male,1,Married,124,2021-06-01,2022-06-04,Inactive,2022-06-04,,,Labour,Contarct Basis,Buddhist,Mason,1974.0,0,2022.0
633,633,1941,196141,Miss Melyssa Moore DVM,Mr,Male,1,Single,31,2021-07-08,2022-02-23,Inactive,2022-02-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,0,2022.0
634,634,1947,179037,Daphne Harris,Ms,Female,1,Single,125,2021-07-12,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Data Colector,1998.0,0,2021.0
635,635,1952,50037,Dahlia Mueller,Mr,Male,1,Married,167,2021-04-01,2022-06-30,Inactive,2022-06-30,,,Management,Contarct Basis,Buddhist,IT Consultant,1993.0,0,2022.0
636,636,1954,1795042,Shanel Kris DVM,Mr,Male,1,Married,31,2021-07-14,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954.0,0,2021.0
637,637,1955,179039,Yesenia Dickens Jr,Mr,Male,1,Single,139,2021-07-15,2022-04-21,Inactive,2022-04-21,,,Labour,Contarct Basis,Buddhist,Surveyor Helper,1995.0,0,2022.0
638,638,1957,5300,Zella Macejkovic,Ms,Female,1,Single,112,2021-07-15,2022-11-30,Inactive,2022-11-30,,,Staff,Contarct Basis,Buddhist,Data Entry Executive,1998.0,0,2022.0
639,639,1959,5302,Claud Nolan,Mr,Male,1,Married,49,2021-07-14,,Active,,545.0,,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1991.0,2,
640,640,1960,5303,Dejah Prosacco,Mr,Male,1,Married,24,2021-07-07,2021-10-01,Inactive,2021-10-01,,,Staff,Contarct Basis,Buddhist,Driver,1975.0,0,2021.0
641,641,1961,5304,Terrence Weimann,Mr,Male,5,Single,89,2021-07-12,,Active,,,,Staff,Contarct Basis,Muslim,Planning Engineer,1994.0,1,
642,642,1962,5305,Mrs Theresia Stokes DVM,Mr,Male,1,Married,7,2021-07-16,2021-07-21,Inactive,2021-07-21,,,Staff,Contarct Basis,Buddhist,Store Keeper,1979.0,0,2021.0
643,643,1964,5307,Jamison Feest,Mr,Male,1,Married,6,2021-07-16,,Active,,1964.0,,Staff,Contarct Basis,Buddhist,Project Manager,1986.0,1,
644,644,1965,1795043,Samantha Wolff,Mr,Male,1,Married,31,2021-07-19,2022-02-08,Inactive,2022-02-08,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,0,2022.0
645,645,1967,5309,Erling Upton,Mr,Male,1,Married,7,2021-07-19,2021-07-21,Inactive,2021-07-21,,,Staff,Contarct Basis,Buddhist,Store Keeper,1969.0,0,2021.0
646,646,1969,5311,Elmira Gleason,Ms,Female,1,Single,158,2021-07-20,2021-12-21,Inactive,2021-12-21,,,Staff,Contarct Basis,Buddhist,Assistant QS,1994.0,0,2021.0
647,647,1970,1795044,Isac Marvin Jr,Mr,Male,1,Married,31,2021-07-19,2022-04-08,Inactive,2022-04-08,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0,0,2022.0
648,648,1975,198121,Mariam Lindgren,Mr,Male,1,Married,31,2021-07-01,2022-06-10,Inactive,2022-06-10,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0,0,2022.0
649,649,1976,5312,Mr Rodrick Bartell,Mr,Male,1,Single,49,2021-07-26,2021-12-04,Inactive,2021-12-04,545.0,,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1996.0,0,2021.0
650,650,1985,5315,Stephania Conn,Mr,Male,3,Single,36,2021-07-28,2021-12-07,Inactive,2021-12-07,,,Staff,Contarct Basis,Hindu,Engineer Assistant,1994.0,2,2021.0
651,651,1987,1795049,Arlie Ruecker Sr,Mr,Male,1,Married,31,2021-07-30,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2021.0
652,652,1988,189065,Dr Nadia Tillman IV,Mr,Male,1,Married,43,2021-07-29,2022-02-21,Inactive,2022-02-21,,,Labour,Contarct Basis,Buddhist,Operator - JCB,1994.0,0,2022.0
653,653,1993,1795050,Mrs Shaniya Swaniawski,Mr,Male,5,Married,124,2021-08-02,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Muslim,Mason,1980.0,0,2021.0
654,654,1996,179040,Dianna Quigley,Ms,Female,1,Single,125,2021-07-30,2022-05-09,Inactive,2022-05-09,,,Labour,Contarct Basis,Buddhist,Data Colector,1995.0,0,2022.0
655,655,1998,179041,Alfredo Pfeffer,Ms,Female,1,Single,125,2021-08-02,2022-04-22,Inactive,2022-04-22,,,Labour,Contarct Basis,Buddhist,Data Colector,1995.0,0,2022.0
656,656,2000,5317,Mable Langworth,Mr,Male,1,Married,78,2021-08-02,2021-12-09,Inactive,2021-12-09,,,Staff,Contarct Basis,Buddhist,Assistant Accountant,1987.0,2,2021.0
657,657,2001,5318,Marianne Hessel,Mr,Male,1,Single,33,2021-08-02,2021-08-03,Inactive,2021-08-03,,,Staff,Contarct Basis,Buddhist,Site Engineer,1993.0,0,2021.0
658,658,2002,5319,Gerry Kshlerin,Mr,Male,1,Single,36,2021-08-02,2022-01-21,Inactive,2022-01-21,545.0,,Staff,Contarct Basis,Buddhist,Engineer Assistant,1991.0,2,2022.0
659,659,2006,201001,Berta Davis,Mr,Male,1,Married,31,2021-07-30,2022-11-15,Inactive,2022-11-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,0,2022.0
660,660,2007,1795051,Norene Sipes,Mr,Male,1,Married,31,2021-08-03,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,0,2022.0
661,661,2009,5320,Jeffry Hansen,Mr,Male,1,Single,54,2021-07-28,2021-11-11,Inactive,2021-11-11,,,Staff,Contarct Basis,Buddhist,Lab Technician,1991.0,2,2021.0
662,662,2010,5321,Malinda Ritchie,Mr,Male,1,Single,36,2021-08-05,,Active,,,,Staff,Contarct Basis,Buddhist,Engineer Assistant,1995.0,2,
663,663,2013,201005,Dr Neal Zemlak,Ms,Female,1,Married,25,2021-08-02,,Active,,,,Labour,Contarct Basis,Buddhist,Document Controller,1981.0,0,
664,664,2016,201008,Edison Mills,Mr,Male,3,Single,31,2021-08-08,2022-02-25,Inactive,2022-02-25,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1997.0,0,2022.0
665,665,2017,5322,Ms Rowena Mayert IV,Mr,Male,1,Married,6,2021-08-09,,Active,,2017.0,,Staff,Contarct Basis,Buddhist,Project Manager,1967.0,1,
666,666,2018,5323,Miss Rita Considine PhD,Mr,Male,1,Single,22,2021-08-09,2021-08-13,Inactive,2021-08-13,,,Staff,Contarct Basis,Buddhist,Technical Officer,1996.0,0,2021.0
667,667,2019,5324,Uriah Nienow,Mr,Male,1,Married,22,2021-08-09,,Active,,673.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1990.0,2,
668,668,2020,1795052,Arnulfo Kuphal,Mr,Male,5,Married,31,2021-08-10,2022-05-19,Inactive,2022-05-19,,,Labour,Contarct Basis,Muslim,Unskilled Labor,1964.0,0,2022.0
669,669,2023,1795054,Drake Hamill,Mr,Male,1,Married,31,2021-08-11,2022-05-05,Inactive,2022-05-05,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,0,2022.0
670,670,2024,1795055,Miss Savanah Moore Sr,Mr,Male,1,Married,31,2021-08-11,2022-02-07,Inactive,2022-02-07,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,0,2022.0
671,671,2027,5325,Jaquelin Kohler,Ms,Female,1,Single,170,2021-08-11,2022-07-14,Inactive,2022-07-14,,,Staff,Contarct Basis,Buddhist,Planning Engineer cum QAQC,1996.0,2,2022.0
672,672,2031,195033,Mr Shaun Mante Jr,Mr,Male,3,Married,29,2021-08-13,2021-10-23,Inactive,2021-10-23,,,Labour,Contarct Basis,Hindu,Cook,1985.0,0,2021.0
673,673,2033,1795058,Clarissa Goodwin,Mr,Male,1,Married,124,2021-08-13,2022-04-05,Inactive,2022-04-05,,,Labour,Contarct Basis,Buddhist,Mason,1996.0,0,2022.0
674,674,2034,1795059,Bridgette Halvorson,Mr,Male,1,Married,124,2021-08-13,2022-05-05,Inactive,2022-05-05,,,Labour,Contarct Basis,Buddhist,Mason,1990.0,0,2022.0
675,675,2036,5326,Mckenzie Bruen,Mr,Male,1,Married,168,2021-08-17,,Active,,,,Staff,Contarct Basis,Buddhist,Planning Executive,1982.0,1,
676,676,2040,5327,Norma Hartmann MD,Mr,Male,1,Single,158,2021-08-19,2022-04-30,Inactive,2022-04-30,,,Staff,Contarct Basis,Buddhist,Assistant QS,1995.0,2,2022.0
677,677,2043,193176,Ms Pearlie Hettinger Sr,Mr,Male,1,Single,31,2021-08-17,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,0,2021.0
678,678,2044,1795062,Mireille Bergnaum,Mr,Male,1,Married,124,2021-08-20,2022-05-09,Inactive,2022-05-09,,,Labour,Contarct Basis,Buddhist,Mason,1963.0,0,2022.0
679,679,2045,1795063,Allene Larson,Mr,Male,1,Married,124,2021-08-20,2022-06-06,Inactive,2022-06-06,,,Labour,Contarct Basis,Buddhist,Mason,1968.0,0,2022.0
680,680,2048,1795065,Prof Patrick Kohler,Mr,Male,1,Married,31,2021-08-21,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991.0,0,2022.0
681,681,2049,1795066,Prof Lonie O'Hara,Ms,Female,1,Single,31,2021-08-21,2022-05-09,Inactive,2022-05-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991.0,0,2022.0
682,682,2050,1795067,Laverne Hudson,Mr,Male,1,Married,124,2021-08-21,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Mason,1975.0,0,2022.0
683,683,2053,1795070,Rachelle Kling,Mr,Male,1,Married,31,2021-08-21,2022-11-30,Inactive,2022-11-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,0,2022.0
684,684,2054,1795071,Mrs Stacy Larson,Mr,Male,1,Married,31,2021-08-23,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966.0,0,2022.0
685,685,2057,1795074,Estell Bins MD,Mr,Male,1,Married,31,2021-08-23,2022-05-07,Inactive,2022-05-07,,,Labour,Permanant,Buddhist,Unskilled Labor,1978.0,0,2022.0
686,686,2059,1795076,Miss Eden Runolfsson,Mr,Male,1,Married,124,2021-08-23,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Mason,1955.0,0,2022.0
687,687,2060,1795077,Meredith Kuhic PhD,Mr,Male,1,Married,124,2021-08-23,2022-04-01,Inactive,2022-04-01,,,Labour,Contarct Basis,Buddhist,Mason,1975.0,0,2022.0
688,688,2062,1795079,Erica Barton,Mr,Male,1,Married,31,2021-08-23,2022-04-02,Inactive,2022-04-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967.0,0,2022.0
689,689,2063,5329,Prof Freda Eichmann,Mr,Male,1,Married,22,2021-08-23,2022-04-30,Inactive,2022-04-30,2064.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1994.0,2,2022.0
690,690,2065,204001,Jerrell Witting,Mr,Male,1,Married,122,2021-08-20,2022-03-16,Inactive,2022-03-16,,,Labour,Contarct Basis,Buddhist,Security,1978.0,0,2022.0
691,691,2068,204004,Prof Dusty Purdy Sr,Mr,Male,1,Single,129,2021-08-20,,Active,,,,Labour,Contarct Basis,Buddhist,Stores Helper,1997.0,0,
692,692,2070,204006,Ms Rafaela Johns MD,Ms,Female,1,Married,31,2021-08-21,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988.0,0,2021.0
693,693,2073,1795080,Oceane Krajcik I,Ms,Female,1,Married,124,2021-08-25,2022-05-07,Inactive,2022-05-07,,,Labour,Contarct Basis,Buddhist,Mason,1955.0,0,2022.0
694,694,2079,196144,Floyd Brown,Mr,Male,1,Married,24,2021-08-17,2022-03-22,Inactive,2022-03-22,,,Labour,Contarct Basis,Buddhist,Driver,1976.0,0,2022.0
695,695,2080,196145,Prof Alaina Wolf,Mr,Male,1,Single,31,2021-08-20,2022-01-20,Inactive,2022-01-20,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,0,2022.0
696,696,2085,196146,Prof Geoffrey Weber IV,Mr,Male,1,Married,24,2021-08-26,2022-02-10,Inactive,2022-02-10,,,Labour,Contarct Basis,Buddhist,Driver,1986.0,0,2022.0
697,697,2086,196147,Libby Rice,Mr,Male,1,Married,24,2021-08-26,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Driver,1977.0,0,2022.0
698,698,2088,51018,Eugene Windler,Mr,Male,1,Single,56,2021-08-31,,Active,,,,Labour,Contarct Basis,Buddhist,Helper,2002.0,0,
699,699,2089,195034,Prof Carmelo Adams,Mr,Male,3,Single,31,2021-08-27,,Active,,,,Labour,Contarct Basis,Hindu,Unskilled Labor,2002.0,0,
700,700,2093,193177,Adonis Runolfsdottir,Mr,Male,1,Married,31,2021-08-25,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,0,2021.0
701,701,2094,5333,Noelia Cremin,Mr,Male,1,Married,22,2021-08-31,,Active,,673.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1989.0,2,
702,702,2096,193178,Hilma Bartell,Mr,Male,1,Married,31,2021-08-13,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,0,2021.0
703,703,2097,195035,Cortez Bartoletti,Mr,Male,3,Single,31,2021-08-27,,Active,,,,Labour,Contarct Basis,Hindu,Unskilled Labor,2002.0,0,
704,704,2101,1795090,Daron Bahringer,Mr,Male,1,Single,124,2021-09-01,2022-04-07,Inactive,2022-04-07,,,Labour,Contarct Basis,Buddhist,Mason,1999.0,0,2022.0
705,705,2102,1795091,Jalyn Maggio,Mr,Male,1,Married,31,2021-09-01,2022-03-31,Inactive,2022-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966.0,0,2022.0
706,706,2105,1795094,Treva Powlowski,Mr,Male,1,Single,31,2021-09-01,2022-03-29,Inactive,2022-03-29,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,0,2022.0
707,707,2106,1795095,Prof Braxton Bode DVM,Mr,Male,1,Single,31,2021-09-02,2022-04-30,Inactive,2022-04-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0,0,2022.0
708,708,2107,5334,Isadore Kirlin,Mr,Male,1,Married,78,2021-09-01,2022-05-06,Inactive,2022-05-06,,,Staff,Contarct Basis,Buddhist,Assistant Accountant,1985.0,1,2022.0
709,709,2110,5337,Etha Wolf,Mr,Male,1,Single,83,2021-09-01,2021-12-18,Inactive,2021-12-18,,,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1993.0,2,2021.0
710,710,2111,5338,Prof Clay Buckridge,Mr,Male,1,Single,33,2021-09-01,2021-12-27,Inactive,2021-12-27,,,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0,1,2021.0
711,711,2112,5339,Deja Durgan,Mr,Male,1,Married,22,2021-09-01,2021-10-01,Inactive,2021-10-01,,,Staff,Contarct Basis,Buddhist,Technical Officer,1986.0,0,2021.0
712,712,2116,1795098,Samanta Williamson,Mr,Male,1,Married,124,2021-09-06,2022-04-09,Inactive,2022-04-09,,,Labour,Contarct Basis,Buddhist,Mason,1991.0,0,2022.0
713,713,2119,5340,Meredith Becker,Mr,Male,1,Married,6,2021-09-08,2022-09-07,Inactive,2022-09-07,2709.0,,Staff,Contarct Basis,Buddhist,Project Manager,1982.0,1,2022.0
714,714,2120,1795099,Dashawn Kassulke,Mr,Male,1,Married,31,2021-09-09,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,0,2022.0
715,715,2121,195037,Mr Demarco Shields,Mr,Male,1,Married,43,2021-09-04,2022-03-29,Inactive,2022-03-29,,,Labour,Contarct Basis,Buddhist,Operator - JCB,1991.0,0,2022.0
716,716,2122,1795100,Tanner Hegmann,Mr,Male,1,Single,124,2021-09-10,2022-04-07,Inactive,2022-04-07,,,Labour,Contarct Basis,Buddhist,Mason,2000.0,0,2022.0
717,717,2123,1795101,Karley Jerde,Mr,Male,1,Single,31,2021-09-10,2022-02-11,Inactive,2022-02-11,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,0,2022.0
718,718,2124,50041,Elmore Rutherford,Mr,Male,1,Married,33,2021-09-01,2022-03-14,Inactive,2022-03-14,2124.0,,Staff,Contarct Basis,Buddhist,Site Engineer,1950.0,3,2022.0
719,719,2126,203002,Duane Tromp III,Mr,Male,1,Married,24,2021-09-01,,Active,,,,Labour,Contarct Basis,Buddhist,Driver,1987.0,0,
720,720,2127,203003,Dr Sammie Volkman,Mr,Male,1,Single,31,2021-09-01,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,0,2021.0
721,721,2132,1795102,Yoshiko Leannon,Mr,Male,1,Married,124,2021-09-13,2022-04-07,Inactive,2022-04-07,,,Labour,Contarct Basis,Buddhist,Mason,1958.0,0,2022.0
722,722,2133,1795103,Mrs Marianna Shields,Mr,Male,1,Married,124,2021-09-13,2022-04-10,Inactive,2022-04-10,,,Labour,Contarct Basis,Buddhist,Mason,1973.0,0,2022.0
723,723,2134,5341,Jewell Hoppe II,Mr,Male,5,Single,89,2021-09-13,2021-09-14,Inactive,2021-09-14,,,Staff,Contarct Basis,Muslim,Planning Engineer,1994.0,0,2021.0
724,724,2135,5342,Eula Welch,Mr,Male,1,Single,22,2021-09-13,,Active,,2631.0,,Staff,Contarct Basis,Buddhist,Technical Officer,1993.0,2,
725,725,2136,51019,Danielle Crona,Mr,Male,1,Single,173,2021-09-06,2022-01-01,Inactive,2022-01-01,,,Staff,Contarct Basis,Buddhist,Trainee Safety Officer,1995.0,0,2022.0
726,726,2137,1795104,Prof Shanel Hilpert III,Mr,Male,1,Single,31,2021-09-14,2022-05-09,Inactive,2022-05-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0,0,2022.0
727,727,2138,1795105,Monroe Tremblay DDS,Mr,Male,1,Married,31,2021-09-14,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,0,2021.0
728,728,2140,198128,Hubert Schneider,Mr,Male,1,Married,41,2021-09-01,,Active,,,,Labour,Contarct Basis,Buddhist,Electrician,1968.0,0,
